Sentence,Word,Word Sequence,Hash
"The mirror showed an empty room, though the boy stood right in front of it.",front,"[6, 18, 15, 14, 20]",c58b172da452a15d5086f38747cbbea0
"The mirror showed an empty room, though the boy stood right in front of it.",of,"[15, 6]",bb548305d15c3a2a16c310e51a1da878
"The mirror showed an empty room, though the boy stood right in front of it.",it.,"[9, 20]",d83805ac2f2452ebf3f17a76c89571de
A trail of glowing mushrooms lit the way through the dense forest.,a,[1],c4ca4238a0b923820dcc509a6f75849b
A trail of glowing mushrooms lit the way through the dense forest.,trail,"[20, 18, 1, 9, 12]",566f603df92303e4c23e6812ccc1d371
A trail of glowing mushrooms lit the way through the dense forest.,of,"[15, 6]",bb548305d15c3a2a16c310e51a1da878
A trail of glowing mushrooms lit the way through the dense forest.,glowing,"[7, 12, 15, 23, 9, 14, 7]",f89f64d9208201ec14ccf134907f377a
A trail of glowing mushrooms lit the way through the dense forest.,mushrooms,"[13, 21, 19, 8, 18, 15, 15, 13, 19]",eda050a19caae10cb84ebe51d331cdb4
A trail of glowing mushrooms lit the way through the dense forest.,lit,"[12, 9, 20]",7e7f765fa344071df13d78e3ed610669
A trail of glowing mushrooms lit the way through the dense forest.,the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
A trail of glowing mushrooms lit the way through the dense forest.,way,"[23, 1, 25]",ecc43e826bd5f08aa1b75e766ec18747
A trail of glowing mushrooms lit the way through the dense forest.,through,"[20, 8, 18, 15, 21, 7, 8]",f0b64b646080723dbac097694260a829
A trail of glowing mushrooms lit the way through the dense forest.,dense,"[4, 5, 14, 19, 5]",db18eb4dfe6e48d2ab14dfeb41b9fbfd
A trail of glowing mushrooms lit the way through the dense forest.,forest.,"[6, 15, 18, 5, 19, 20]",835c9213628b2b7678851100c3437112
"The bakery smelled of fresh bread and cinnamon, but no one was inside.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"The bakery smelled of fresh bread and cinnamon, but no one was inside.",bakery,"[2, 1, 11, 5, 18, 25]",1155713a3c475baed5c149c758085429
"The bakery smelled of fresh bread and cinnamon, but no one was inside.",smelled,"[19, 13, 5, 12, 12, 5, 4]",09a0ae1954d0f8c364f432e185381c7d
"The bakery smelled of fresh bread and cinnamon, but no one was inside.",of,"[15, 6]",bb548305d15c3a2a16c310e51a1da878
"The bakery smelled of fresh bread and cinnamon, but no one was inside.",fresh,"[6, 18, 5, 19, 8]",164faa9982565a2eabe2102db7a5c612
"The bakery smelled of fresh bread and cinnamon, but no one was inside.",bread,"[2, 18, 5, 1, 4]",59963da00ebbe90bc56cb1a30e65328b
"The bakery smelled of fresh bread and cinnamon, but no one was inside.",and,"[1, 14, 4]",941895025925d952274589a70ecc888a
"The bakery smelled of fresh bread and cinnamon, but no one was inside.","cinnamon,","[3, 9, 14, 14, 1, 13, 15, 14]",4a9728276a89609050b79823362ef38d
"The bakery smelled of fresh bread and cinnamon, but no one was inside.",but,"[2, 21, 20]",807988f118aee53cf151440c5261f4b4
"The bakery smelled of fresh bread and cinnamon, but no one was inside.",no,"[14, 15]",f2b1506c9626396ee4ae0a5bef759d52
"The bakery smelled of fresh bread and cinnamon, but no one was inside.",one,"[15, 14, 5]",bb779d51c9d6afc7bffaa6eafe3a790e
"The bakery smelled of fresh bread and cinnamon, but no one was inside.",was,"[23, 1, 19]",da041fee55980aa1852b6399a32e7231
"The bakery smelled of fresh bread and cinnamon, but no one was inside.",inside.,"[9, 14, 19, 9, 4, 5]",b4f3a21bf5268eca56670cbfc0bbfb92
"A meteor fell to Earth, bouncing harmlessly like a beach ball.",a,[1],c4ca4238a0b923820dcc509a6f75849b
"A meteor fell to Earth, bouncing harmlessly like a beach ball.",meteor,"[13, 5, 20, 5, 15, 18]",64080315eb140ecb6bcdf9e78d804048
"A meteor fell to Earth, bouncing harmlessly like a beach ball.",fell,"[6, 5, 12, 12]",d0b72ecbd5dd8c84849c1cf36f51d8a6
"A meteor fell to Earth, bouncing harmlessly like a beach ball.",to,"[20, 15]",c270e031ca75d07a606c0443375f5848
"A meteor fell to Earth, bouncing harmlessly like a beach ball.","earth,","[5, 1, 18, 20, 8]",4a346c1ad51f3d1cdcb2409f093229aa
"A meteor fell to Earth, bouncing harmlessly like a beach ball.",bouncing,"[2, 15, 21, 14, 3, 9, 14, 7]",4cf9ee9ba02b486acdc4cea46d828acc
"A meteor fell to Earth, bouncing harmlessly like a beach ball.",harmlessly,"[8, 1, 18, 13, 12, 5, 19, 19, 12, 25]",f793afb868c982c7db24f5604b95d11d
"A meteor fell to Earth, bouncing harmlessly like a beach ball.",like,"[12, 9, 11, 5]",a825154e572f3141e03ac237786a7d9a
"A meteor fell to Earth, bouncing harmlessly like a beach ball.",beach,"[2, 5, 1, 3, 8]",dacc7f5d99358861eb7c4a2e8ee3add1
"A meteor fell to Earth, bouncing harmlessly like a beach ball.",ball.,"[2, 1, 12, 12]",89077edec42bea21ae805aa92807d352
"The old clock chimed thirteen times, even though it had no hands.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"The old clock chimed thirteen times, even though it had no hands.",old,"[15, 12, 4]",fd5d05d249c43115f2e53abe61ccb452
"The old clock chimed thirteen times, even though it had no hands.",clock,"[3, 12, 15, 3, 11]",22045d8211a3467ae2f4a9a171dbb56b
"The old clock chimed thirteen times, even though it had no hands.",chimed,"[3, 8, 9, 13, 5, 4]",67c13ff4886597df04c7c48e765953c5
"The old clock chimed thirteen times, even though it had no hands.",thirteen,"[20, 8, 9, 18, 20, 5, 5, 14]",dbc1ef3b96121ef367cabc1c66e1933a
"The old clock chimed thirteen times, even though it had no hands.","times,","[20, 9, 13, 5, 19]",00d86656d6f1482c8d2dfb176c7f9a59
"The old clock chimed thirteen times, even though it had no hands.",even,"[5, 22, 5, 14]",86b176375a4e566865f4e437e5c78df0
"The old clock chimed thirteen times, even though it had no hands.",though,"[20, 8, 15, 21, 7, 8]",a7e780769cb4fcdf3624bab1dbee473a
"The old clock chimed thirteen times, even though it had no hands.",it,"[9, 20]",d83805ac2f2452ebf3f17a76c89571de
"The old clock chimed thirteen times, even though it had no hands.",had,"[8, 1, 4]",5463bd024e7bf2dfd97d9449118178f5
"The old clock chimed thirteen times, even though it had no hands.",no,"[14, 15]",f2b1506c9626396ee4ae0a5bef759d52
"The old clock chimed thirteen times, even though it had no hands.",hands.,"[8, 1, 14, 4, 19]",b8bde7546911dc3746595ea5f2fa147f
"A butterfly landed on the robot’s shoulder, and it smiled for the first time.",a,[1],c4ca4238a0b923820dcc509a6f75849b
"A butterfly landed on the robot’s shoulder, and it smiled for the first time.",butterfly,"[2, 21, 20, 20, 5, 18, 6, 12, 25]",2ee34daa888a0e80856a0b7d3b4dd1d0
"A butterfly landed on the robot’s shoulder, and it smiled for the first time.",landed,"[12, 1, 14, 4, 5, 4]",ca926341d88493295be62d70d0f9420f
"A butterfly landed on the robot’s shoulder, and it smiled for the first time.",on,"[15, 14]",5b067beb3fb3130e2800979af7769d5f
"A butterfly landed on the robot’s shoulder, and it smiled for the first time.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"A butterfly landed on the robot’s shoulder, and it smiled for the first time.",robot’s,"[18, 15, 2, 15, 20, 19]",b86c353afc2e6d38d64926cf77809547
"A butterfly landed on the robot’s shoulder, and it smiled for the first time.","shoulder,","[19, 8, 15, 21, 12, 4, 5, 18]",7d4731632fb03e9a310024fbaf84077f
"A butterfly landed on the robot’s shoulder, and it smiled for the first time.",and,"[1, 14, 4]",941895025925d952274589a70ecc888a
"A butterfly landed on the robot’s shoulder, and it smiled for the first time.",it,"[9, 20]",d83805ac2f2452ebf3f17a76c89571de
"A butterfly landed on the robot’s shoulder, and it smiled for the first time.",smiled,"[19, 13, 9, 12, 5, 4]",9f09b135a5844e82ee6da66de522237f
"A butterfly landed on the robot’s shoulder, and it smiled for the first time.",for,"[6, 15, 18]",edda0b599d6407e6f939073c09b5a7c5
"A butterfly landed on the robot’s shoulder, and it smiled for the first time.",first,"[6, 9, 18, 19, 20]",fed0780525e9b1f8345d7b7727b8ab8d
"A butterfly landed on the robot’s shoulder, and it smiled for the first time.",time.,"[20, 9, 13, 5]",e2b55b9a014551e2ef7cc8f8a44d6bf4
The stars in the sky rearranged themselves to spell out a name.,the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
The stars in the sky rearranged themselves to spell out a name.,stars,"[19, 20, 1, 18, 19]",b0e7d1bee03749e5ae84a1cd8b78b2bb
The stars in the sky rearranged themselves to spell out a name.,in,"[9, 14]",dab152e2c53e83fac204643b2f65aeba
The stars in the sky rearranged themselves to spell out a name.,sky,"[19, 11, 25]",37e1c18ce0ed8df9271c24ab85593e52
The stars in the sky rearranged themselves to spell out a name.,rearranged,"[18, 5, 1, 18, 18, 1, 14, 7, 5, 4]",9fd4fe927f06fa0d189ffbbff147d4f4
The stars in the sky rearranged themselves to spell out a name.,themselves,"[20, 8, 5, 13, 19, 5, 12, 22, 5, 19]",708097a7e4f1a7df10a893013183f12b
The stars in the sky rearranged themselves to spell out a name.,to,"[20, 15]",c270e031ca75d07a606c0443375f5848
The stars in the sky rearranged themselves to spell out a name.,spell,"[19, 16, 5, 12, 12]",86919c82e9d6aa9dd4dbc9ec16e8ec2f
The stars in the sky rearranged themselves to spell out a name.,out,"[15, 21, 20]",158b9a5e18bef6170a77a19b760b041f
The stars in the sky rearranged themselves to spell out a name.,a,[1],c4ca4238a0b923820dcc509a6f75849b
The stars in the sky rearranged themselves to spell out a name.,name.,"[14, 1, 13, 5]",802fe59f1717a5ba7e8a6d1358758bfe
"A puddle in the street rippled, though there was no wind or rain.",a,[1],c4ca4238a0b923820dcc509a6f75849b
"A puddle in the street rippled, though there was no wind or rain.",puddle,"[16, 21, 4, 4, 12, 5]",f53e92ba95f4be09ed43fe849568944c
"A puddle in the street rippled, though there was no wind or rain.",in,"[9, 14]",dab152e2c53e83fac204643b2f65aeba
"A puddle in the street rippled, though there was no wind or rain.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"A puddle in the street rippled, though there was no wind or rain.",street,"[19, 20, 18, 5, 5, 20]",1b8bb7a82a192e7962ce766e5fa2e251
"A puddle in the street rippled, though there was no wind or rain.","rippled,","[18, 9, 16, 16, 12, 5, 4]",4b1768aaed63a13740f86691cdf9a42b
"A puddle in the street rippled, though there was no wind or rain.",though,"[20, 8, 15, 21, 7, 8]",a7e780769cb4fcdf3624bab1dbee473a
"A puddle in the street rippled, though there was no wind or rain.",there,"[20, 8, 5, 18, 5]",7bf33f311431bbab7201a3d924f57319
"A puddle in the street rippled, though there was no wind or rain.",was,"[23, 1, 19]",da041fee55980aa1852b6399a32e7231
"A puddle in the street rippled, though there was no wind or rain.",no,"[14, 15]",f2b1506c9626396ee4ae0a5bef759d52
"A puddle in the street rippled, though there was no wind or rain.",wind,"[23, 9, 14, 4]",c4a9bccd2509e105e9aec29e6d630333
"A puddle in the street rippled, though there was no wind or rain.",or,"[15, 18]",f744d25916437cf92da434078d6ea331
"A puddle in the street rippled, though there was no wind or rain.",rain.,"[18, 1, 9, 14]",38229c7c10ec2b9f4e7585ad5e84721e
The piano in the empty hall began to play a soft lullaby.,the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
The piano in the empty hall began to play a soft lullaby.,piano,"[16, 9, 1, 14, 15]",648f40e67b1a819a535401181cfd5af5
The piano in the empty hall began to play a soft lullaby.,in,"[9, 14]",dab152e2c53e83fac204643b2f65aeba
The piano in the empty hall began to play a soft lullaby.,empty,"[5, 13, 16, 20, 25]",3a96870bdb51efa1d5c29db16fceaf4d
The piano in the empty hall began to play a soft lullaby.,hall,"[8, 1, 12, 12]",1373cf71bbfc5bff014d8f44cc15bf6d
The piano in the empty hall began to play a soft lullaby.,began,"[2, 5, 7, 1, 14]",e33d69106fb1a16024e1afa2f0cf8ffb
The piano in the empty hall began to play a soft lullaby.,to,"[20, 15]",c270e031ca75d07a606c0443375f5848
The piano in the empty hall began to play a soft lullaby.,play,"[16, 12, 1, 25]",dfcbd6f4992a4d3278ef5969ab1f2825
The piano in the empty hall began to play a soft lullaby.,a,[1],c4ca4238a0b923820dcc509a6f75849b
The piano in the empty hall began to play a soft lullaby.,soft,"[19, 15, 6, 20]",b19c43984811106b0ca50866b7fb88b8
The piano in the empty hall began to play a soft lullaby.,lullaby.,"[12, 21, 12, 12, 1, 2, 25]",c02d62f111f8c52f5714df7b201adcb7
The garden gnome seemed to wink as the child walked past.,the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
The garden gnome seemed to wink as the child walked past.,garden,"[7, 1, 18, 4, 5, 14]",288666c33994e45e9485f49420694645
The garden gnome seemed to wink as the child walked past.,gnome,"[7, 14, 15, 13, 5]",c3a81a956dcce8aabbdf28746f1948b1
The garden gnome seemed to wink as the child walked past.,seemed,"[19, 5, 5, 13, 5, 4]",07f3b4e17b7916ca9b977130565c6a2a
The garden gnome seemed to wink as the child walked past.,to,"[20, 15]",c270e031ca75d07a606c0443375f5848
The garden gnome seemed to wink as the child walked past.,wink,"[23, 9, 14, 11]",0aabe5caa059f53164b680d617ccbfc2
The garden gnome seemed to wink as the child walked past.,as,"[1, 19]",b6c966209aefddbbb416592d199fe7b6
The garden gnome seemed to wink as the child walked past.,child,"[3, 8, 9, 12, 4]",e5a908221850b2cda6ca3a4883ca9ce3
The garden gnome seemed to wink as the child walked past.,walked,"[23, 1, 12, 11, 5, 4]",e0c4e4fa2f9ae50c8326a1be65be41fc
The garden gnome seemed to wink as the child walked past.,past.,"[16, 1, 19, 20]",b1c2fdc66655dc3d8e52818ffd9cd0dd
A painting on the wall changed slightly every time someone blinked.,a,[1],c4ca4238a0b923820dcc509a6f75849b
A painting on the wall changed slightly every time someone blinked.,painting,"[16, 1, 9, 14, 20, 9, 14, 7]",08282fc2b915a6e3dd0405c24c9c74e9
A painting on the wall changed slightly every time someone blinked.,on,"[15, 14]",5b067beb3fb3130e2800979af7769d5f
A painting on the wall changed slightly every time someone blinked.,the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
A painting on the wall changed slightly every time someone blinked.,wall,"[23, 1, 12, 12]",cb5c506d19225bc695955eefa7c04bc6
A painting on the wall changed slightly every time someone blinked.,changed,"[3, 8, 1, 14, 7, 5, 4]",75ab4e21b03a97fa8fe0426538e26a22
A painting on the wall changed slightly every time someone blinked.,slightly,"[19, 12, 9, 7, 8, 20, 12, 25]",aacb876cab50cfd8a9c61151c2169e23
A painting on the wall changed slightly every time someone blinked.,every,"[5, 22, 5, 18, 25]",d1efa70d31bb28c545ac33ecbbe48f09
A painting on the wall changed slightly every time someone blinked.,time,"[20, 9, 13, 5]",e2b55b9a014551e2ef7cc8f8a44d6bf4
A painting on the wall changed slightly every time someone blinked.,someone,"[19, 15, 13, 5, 15, 14, 5]",e5580a1efdf107601316c4a6115d90af
A painting on the wall changed slightly every time someone blinked.,blinked.,"[2, 12, 9, 14, 11, 5, 4]",5ed4e5ba4fcfcc91c54e95cffa43ffee
"The suitcase felt heavier, though no one had added anything to it.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"The suitcase felt heavier, though no one had added anything to it.",suitcase,"[19, 21, 9, 20, 3, 1, 19, 5]",afdb26642426197d190edbb628ffeb87
"The suitcase felt heavier, though no one had added anything to it.",felt,"[6, 5, 12, 20]",ca944881e4c4a8d5054bcc3508579620
"The suitcase felt heavier, though no one had added anything to it.","heavier,","[8, 5, 1, 22, 9, 5, 18]",6431fd8e1f8d8e6ad438ff371e124ac6
"The suitcase felt heavier, though no one had added anything to it.",though,"[20, 8, 15, 21, 7, 8]",a7e780769cb4fcdf3624bab1dbee473a
"The suitcase felt heavier, though no one had added anything to it.",no,"[14, 15]",f2b1506c9626396ee4ae0a5bef759d52
"The suitcase felt heavier, though no one had added anything to it.",one,"[15, 14, 5]",bb779d51c9d6afc7bffaa6eafe3a790e
"The suitcase felt heavier, though no one had added anything to it.",had,"[8, 1, 4]",5463bd024e7bf2dfd97d9449118178f5
"The suitcase felt heavier, though no one had added anything to it.",added,"[1, 4, 4, 5, 4]",8aae46501ab89a4117471d2636c8a8d7
"The suitcase felt heavier, though no one had added anything to it.",anything,"[1, 14, 25, 20, 8, 9, 14, 7]",ed33fffaf962c796f6e1ea2b246751e2
"The suitcase felt heavier, though no one had added anything to it.",to,"[20, 15]",c270e031ca75d07a606c0443375f5848
"The suitcase felt heavier, though no one had added anything to it.",it.,"[9, 20]",d83805ac2f2452ebf3f17a76c89571de
"The sun rose twice that morning, confusing everyone in the village.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"The sun rose twice that morning, confusing everyone in the village.",sun,"[19, 21, 14]",7dee0197414ca7914629edc498530c52
"The sun rose twice that morning, confusing everyone in the village.",rose,"[18, 15, 19, 5]",4ec6481cee8198fb08e2ec1608d77300
"The sun rose twice that morning, confusing everyone in the village.",twice,"[20, 23, 9, 3, 5]",e192452104d05c260f6b4f6fcb81346e
"The sun rose twice that morning, confusing everyone in the village.",that,"[20, 8, 1, 20]",50e7911357fad58e8f3a30165ab9d112
"The sun rose twice that morning, confusing everyone in the village.","morning,","[13, 15, 18, 14, 9, 14, 7]",3beeb527148def3ceb4ad9aa755fb087
"The sun rose twice that morning, confusing everyone in the village.",confusing,"[3, 15, 14, 6, 21, 19, 9, 14, 7]",daf878f0f5c4cc0de754b2971e9749c4
"The sun rose twice that morning, confusing everyone in the village.",everyone,"[5, 22, 5, 18, 25, 15, 14, 5]",b94360f33d885767df768621f9aa6042
"The sun rose twice that morning, confusing everyone in the village.",in,"[9, 14]",dab152e2c53e83fac204643b2f65aeba
"The sun rose twice that morning, confusing everyone in the village.",village.,"[22, 9, 12, 12, 1, 7, 5]",51fd81368dd93debb5d4ea5f4691b932
"A deer stood in the middle of the road, glowing faintly in the moonlight.",a,[1],c4ca4238a0b923820dcc509a6f75849b
"A deer stood in the middle of the road, glowing faintly in the moonlight.",deer,"[4, 5, 5, 18]",f2aa8cea0a46f40c5e1d595348538b66
"A deer stood in the middle of the road, glowing faintly in the moonlight.",stood,"[19, 20, 15, 15, 4]",9063546cff85da838a4d96e6d00a615f
"A deer stood in the middle of the road, glowing faintly in the moonlight.",in,"[9, 14]",dab152e2c53e83fac204643b2f65aeba
"A deer stood in the middle of the road, glowing faintly in the moonlight.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"A deer stood in the middle of the road, glowing faintly in the moonlight.",middle,"[13, 9, 4, 4, 12, 5]",503cbc5b201f47cfec44e1af91026dfd
"A deer stood in the middle of the road, glowing faintly in the moonlight.",of,"[15, 6]",bb548305d15c3a2a16c310e51a1da878
"A deer stood in the middle of the road, glowing faintly in the moonlight.","road,","[18, 15, 1, 4]",4ff1415646621a100222eaeff70ab4cf
"A deer stood in the middle of the road, glowing faintly in the moonlight.",glowing,"[7, 12, 15, 23, 9, 14, 7]",f89f64d9208201ec14ccf134907f377a
"A deer stood in the middle of the road, glowing faintly in the moonlight.",faintly,"[6, 1, 9, 14, 20, 12, 25]",8522eb6089b6c8937aa4c8c01709f96f
"A deer stood in the middle of the road, glowing faintly in the moonlight.",moonlight.,"[13, 15, 15, 14, 12, 9, 7, 8, 20]",edd0429144530c665302a656b15955d5
"The fountain in the square started flowing with sparkling, golden water.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"The fountain in the square started flowing with sparkling, golden water.",fountain,"[6, 15, 21, 14, 20, 1, 9, 14]",5eef670334c1932d0489d572010bc869
"The fountain in the square started flowing with sparkling, golden water.",in,"[9, 14]",dab152e2c53e83fac204643b2f65aeba
"The fountain in the square started flowing with sparkling, golden water.",square,"[19, 17, 21, 1, 18, 5]",07b0c828153e7697f03be5eb1d49e455
"The fountain in the square started flowing with sparkling, golden water.",started,"[19, 20, 1, 18, 20, 5, 4]",4e8f7e365bc68c540b8e77b4244371d8
"The fountain in the square started flowing with sparkling, golden water.",flowing,"[6, 12, 15, 23, 9, 14, 7]",1561c871e17df97c18c0faf2ccd5d3e0
"The fountain in the square started flowing with sparkling, golden water.",with,"[23, 9, 20, 8]",86804592c4318cbbdda705318708b0a4
"The fountain in the square started flowing with sparkling, golden water.","sparkling,","[19, 16, 1, 18, 11, 12, 9, 14, 7]",333c369f2a41a6be97dc1e88160e0484
"The fountain in the square started flowing with sparkling, golden water.",golden,"[7, 15, 12, 4, 5, 14]",1892e8e1bf3d78c3b7f55f20bd6a167f
"The fountain in the square started flowing with sparkling, golden water.",water.,"[23, 1, 20, 5, 18]",08d4124425a271ed5ff34458fc42f7fa
"A shadow crossed the room, though there was nothing to cast it.",a,[1],c4ca4238a0b923820dcc509a6f75849b
"A shadow crossed the room, though there was nothing to cast it.",shadow,"[19, 8, 1, 4, 15, 23]",adead03ca394d443ff415fdd9266f6f0
"A shadow crossed the room, though there was nothing to cast it.",crossed,"[3, 18, 15, 19, 19, 5, 4]",8db00c276e15f1778e0b5bc475f0194e
"A shadow crossed the room, though there was nothing to cast it.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"A shadow crossed the room, though there was nothing to cast it.","room,","[18, 15, 15, 13]",562626e9801b34368b582b4e50e09650
"A shadow crossed the room, though there was nothing to cast it.",though,"[20, 8, 15, 21, 7, 8]",a7e780769cb4fcdf3624bab1dbee473a
"A shadow crossed the room, though there was nothing to cast it.",there,"[20, 8, 5, 18, 5]",7bf33f311431bbab7201a3d924f57319
"A shadow crossed the room, though there was nothing to cast it.",was,"[23, 1, 19]",da041fee55980aa1852b6399a32e7231
"A shadow crossed the room, though there was nothing to cast it.",nothing,"[14, 15, 20, 8, 9, 14, 7]",7acc03d14c6b3fe56941b46cc40f50d1
"A shadow crossed the room, though there was nothing to cast it.",to,"[20, 15]",c270e031ca75d07a606c0443375f5848
"A shadow crossed the room, though there was nothing to cast it.",cast,"[3, 1, 19, 20]",c34a48260547a062aede150eb8d35ef1
"A shadow crossed the room, though there was nothing to cast it.",it.,"[9, 20]",d83805ac2f2452ebf3f17a76c89571de
"The wind carried the sound of laughter, though the field was empty.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"The wind carried the sound of laughter, though the field was empty.",wind,"[23, 9, 14, 4]",c4a9bccd2509e105e9aec29e6d630333
"The wind carried the sound of laughter, though the field was empty.",carried,"[3, 1, 18, 18, 9, 5, 4]",f6f24c2fabb1d4d39fb059313c85f56a
"The wind carried the sound of laughter, though the field was empty.",sound,"[19, 15, 21, 14, 4]",688a413c09069396245d6d5e9bb4dc08
"The wind carried the sound of laughter, though the field was empty.",of,"[15, 6]",bb548305d15c3a2a16c310e51a1da878
"The wind carried the sound of laughter, though the field was empty.","laughter,","[12, 1, 21, 7, 8, 20, 5, 18]",64ea0973290a50069b90e94b66b54451
"The wind carried the sound of laughter, though the field was empty.",though,"[20, 8, 15, 21, 7, 8]",a7e780769cb4fcdf3624bab1dbee473a
"The wind carried the sound of laughter, though the field was empty.",field,"[6, 9, 5, 12, 4]",dff89a816a314f466ddf3ead7f227ddf
"The wind carried the sound of laughter, though the field was empty.",was,"[23, 1, 19]",da041fee55980aa1852b6399a32e7231
"The wind carried the sound of laughter, though the field was empty.",empty.,"[5, 13, 16, 20, 25]",3a96870bdb51efa1d5c29db16fceaf4d
A glowing key appeared on the doorstep with no explanation.,a,[1],c4ca4238a0b923820dcc509a6f75849b
A glowing key appeared on the doorstep with no explanation.,glowing,"[7, 12, 15, 23, 9, 14, 7]",f89f64d9208201ec14ccf134907f377a
A glowing key appeared on the doorstep with no explanation.,key,"[11, 5, 25]",b014d7df959c3ee2c96174c9f74317c4
A glowing key appeared on the doorstep with no explanation.,appeared,"[1, 16, 16, 5, 1, 18, 5, 4]",51c53edb34ab7c15ff7051c6242518a6
A glowing key appeared on the doorstep with no explanation.,on,"[15, 14]",5b067beb3fb3130e2800979af7769d5f
A glowing key appeared on the doorstep with no explanation.,the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
A glowing key appeared on the doorstep with no explanation.,doorstep,"[4, 15, 15, 18, 19, 20, 5, 16]",83683b20c844bfb3a142afad7380c35a
A glowing key appeared on the doorstep with no explanation.,with,"[23, 9, 20, 8]",86804592c4318cbbdda705318708b0a4
A glowing key appeared on the doorstep with no explanation.,no,"[14, 15]",f2b1506c9626396ee4ae0a5bef759d52
A glowing key appeared on the doorstep with no explanation.,explanation.,"[5, 24, 16, 12, 1, 14, 1, 20, 9, 15, 14]",edb8d83881a01e3d9ed4295d25954b4a
"The ship’s compass spun wildly, pointing to the sky.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
